filename,cell_name,cell_area
data14_gastric_tissue.png,165,631.0
data14_gastric_tissue.png,166,1240.0
data14_gastric_tissue.png,167,937.0
data14_gastric_tissue.png,168,31.0
data14_gastric_tissue.png,169,11.0
data14_gastric_tissue.png,170,246.0
data14_gastric_tissue.png,171,1665.0
data14_gastric_tissue.png,172,2783.0
data14_gastric_tissue.png,173,1137.0
data14_gastric_tissue.png,174,258.0
data14_gastric_tissue.png,175,870.0
data14_gastric_tissue.png,176,28.0
data14_gastric_tissue.png,177,64.0
data14_gastric_tissue.png,178,967.0
data14_gastric_tissue.png,179,218.0
data14_gastric_tissue.png,180,915.0
data14_gastric_tissue.png,181,472.0
data14_gastric_tissue.png,182,22.0
data14_gastric_tissue.png,183,790.0
data14_gastric_tissue.png,184,556.0
data14_gastric_tissue.png,185,541.0
data14_gastric_tissue.png,186,1245.0
data14_gastric_tissue.png,187,267.0
data14_gastric_tissue.png,188,262.0
data14_gastric_tissue.png,189,486.0
data14_gastric_tissue.png,190,355.0
data14_gastric_tissue.png,191,1206.0
data14_gastric_tissue.png,192,176.0
data14_gastric_tissue.png,193,595.0
data14_gastric_tissue.png,194,2000.0
data14_gastric_tissue.png,195,525.0
data14_gastric_tissue.png,196,646.0
data14_gastric_tissue.png,197,10.0
data14_gastric_tissue.png,198,270.0
data14_gastric_tissue.png,199,216.0
data14_gastric_tissue.png,200,327.0
data14_gastric_tissue.png,201,160.0
data14_gastric_tissue.png,202,675.0
data14_gastric_tissue.png,203,393.0
data14_gastric_tissue.png,204,391.0
data14_gastric_tissue.png,205,367.0
data14_gastric_tissue.png,206,1275.0
data14_gastric_tissue.png,207,401.0
data14_gastric_tissue.png,208,477.0
data14_gastric_tissue.png,209,441.0
